airportID,airportName,city,country,IATA,ICAO,latitude,longitude,altitude,timezone,DST,tz_olson,type,source
3077,Hong Kong International Airport,Hong Kong,Hong Kong,HKG,VHHH,22.308901,113.915001,28,8,U,Asia/Hong_Kong,airport,OurAirports
3079,Agra Airport,Agra,India,AGR,VIAG,27.155799865722656,77.96089935302734,551,5.5,N,Asia/Calcutta,airport,OurAirports
3080,Allahabad Airport,Allahabad,India,IXD,VIAL,25.440099716186523,81.73390197753906,322,5.5,N,Asia/Calcutta,airport,OurAirports
3081,Sri Guru Ram Dass Jee International Airport,Amritsar,India,ATQ,VIAR,31.7096004486,74.7973022461,756,5.5,N,Asia/Calcutta,airport,OurAirports
3082,Nal Airport,Bikaner,India,BKB,VIBK,28.070600509643555,73.20719909667969,750,5.5,N,Asia/Calcutta,airport,OurAirports
3084,Lal Bahadur Shastri Airport,Varanasi,India,VNS,VIBN,25.4524002075,82.8592987061,266,5.5,N,Asia/Calcutta,airport,OurAirports
3085,Kullu Manali Airport,Kulu,India,KUU,VIBR,31.876699447631836,77.15440368652344,3573,5.5,N,Asia/Calcutta,airport,OurAirports
3086,Bhatinda Air Force Station,Bhatinda,India,BUP,VIBT,30.270099639892578,74.75579833984375,662,5.5,N,Asia/Calcutta,airport,OurAirports
3088,Bareilly Air Force Station,Bareilly,India,BEK,VIBY,28.4221000671,79.45079803470001,580,5.5,N,Asia/Calcutta,airport,OurAirports
3089,Chandigarh Airport,Chandigarh,India,IXC,VICG,30.673500061035156,76.78849792480469,1012,5.5,N,Asia/Calcutta,airport,OurAirports
3090,Kanpur Airport,Kanpur,India,KNU,VICX,26.404301,80.410103,410,5.5,N,Asia/Calcutta,airport,OurAirports
3092,Dehradun Airport,Dehra Dun,India,DED,VIDN,30.189699,78.180298,1831,5.5,N,Asia/Calcutta,airport,OurAirports
3093,Indira Gandhi International Airport,Delhi,India,DEL,VIDP,28.5665,77.103104,777,5.5,N,Asia/Calcutta,airport,OurAirports
3094,Gwalior Airport,Gwalior,India,GWL,VIGR,26.29330062866211,78.22779846191406,617,5.5,N,Asia/Calcutta,airport,OurAirports
3095,Hissar Airport,Hissar,India,HSS,VIHR,29.179399490356445,75.75530242919922,700,5.5,N,Asia/Calcutta,airport,OurAirports
3097,Jodhpur Airport,Jodhpur,India,JDH,VIJO,26.251100540161133,73.04889678955078,717,5.5,N,Asia/Calcutta,airport,OurAirports
3098,Jaipur International Airport,Jaipur,India,JAI,VIJP,26.8242,75.812202,1263,5.5,N,Asia/Calcutta,airport,OurAirports
3099,Jaisalmer Airport,Jaisalmer,India,JSA,VIJR,26.888700485229492,70.86499786376953,751,5.5,N,Asia/Calcutta,airport,OurAirports
3100,Jammu Airport,Jammu,India,IXJ,VIJU,32.6890983582,74.8374023438,1029,5.5,N,Asia/Calcutta,airport,OurAirports
3102,Kota Airport,Kota,India,KTU,VIKO,25.160200119,75.84559631350001,896,5.5,N,Asia/Calcutta,airport,OurAirports
3103,Ludhiana Airport,Ludhiaha,India,LUH,VILD,30.854700088500977,75.95259857177734,834,5.5,N,Asia/Calcutta,airport,OurAirports
3104,Leh Kushok Bakula Rimpochee Airport,Leh,India,IXL,VILH,34.1358985901,77.5465011597,10682,5.5,N,Asia/Calcutta,airport,OurAirports
3105,Chaudhary Charan Singh International Airport,Lucknow,India,LKO,VILK,26.7605991364,80.8892974854,410,5.5,N,Asia/Calcutta,airport,OurAirports
3106,Pathankot Airport,Pathankot,India,IXP,VIPK,32.233611,75.634444,1017,5.5,N,Asia/Calcutta,airport,OurAirports
3108,Pantnagar Airport,Nainital,India,PGH,VIPT,29.03339958190918,79.47370147705078,769,5.5,N,Asia/Calcutta,airport,OurAirports
3112,Sheikh ul Alam Airport,Srinagar,India,SXR,VISR,33.987098693847656,74.77420043945312,5429,5.5,N,Asia/Calcutta,airport,OurAirports
3113,Satna Airport,Satna,India,TNI,VIST,24.5623,80.854897,1060,5.5,N,Asia/Calcutta,airport,OurAirports
3115,Luang Phabang International Airport,Luang Prabang,Laos,LPQ,VLLB,19.897300720214844,102.16100311279297,955,7,U,Asia/Vientiane,airport,OurAirports
3116,Pakse International Airport,Pakse,Laos,PKZ,VLPS,15.132100105285645,105.78099822998047,351,7,U,Asia/Vientiane,airport,OurAirports
3118,Savannakhet Airport,Savannakhet,Laos,ZVK,VLSK,16.55660057067871,104.76000213623047,509,7,U,Asia/Vientiane,airport,OurAirports
3119,Sam Neua Airport,Sam Neua,Laos,NEU,VLSN,20.418399810791016,104.06700134277344,3281,7,U,Asia/Vientiane,airport,OurAirports
3120,Wattay International Airport,Vientiane,Laos,VTE,VLVT,17.988300323500003,102.56300354,564,7,U,Asia/Vientiane,airport,OurAirports
3121,Macau International Airport,Macau,Macau,MFM,VMMC,22.149599,113.592003,20,8,U,Asia/Macau,airport,OurAirports
3122,Gautam Buddha Airport,Bhairawa,Nepal,BWA,VNBW,27.505685,83.416293,358,5.75,N,Asia/Katmandu,airport,OurAirports
3124,Janakpur Airport,Janakpur,Nepal,JKR,VNJP,26.708799362199997,85.9224014282,256,5.75,N,Asia/Katmandu,airport,OurAirports
3125,Tribhuvan International Airport,Kathmandu,Nepal,KTM,VNKT,27.6966,85.3591,4390,5.75,N,Asia/Katmandu,airport,OurAirports
3127,Pokhara Airport,Pokhara,Nepal,PKR,VNPK,28.200899124145508,83.98210144042969,2712,5.75,N,Asia/Katmandu,airport,OurAirports
3128,Simara Airport,Simara,Nepal,SIF,VNSI,27.159500122070312,84.9801025390625,450,5.75,N,Asia/Katmandu,airport,OurAirports
3129,Biratnagar Airport,Biratnagar,Nepal,BIR,VNVT,26.48150062561035,87.26399993896484,236,5.75,N,Asia/Katmandu,airport,OurAirports
3130,Agatti Airport,Agatti Island,India,AGX,VOAT,10.823699951171875,72.1760025024414,14,5.5,N,Asia/Calcutta,airport,OurAirports
3131,Kempegowda International Airport,Bangalore,India,BLR,VOBL,13.1979,77.706299,3000,5.5,N,Asia/Calcutta,airport,OurAirports
3132,Bellary Airport,Bellary,India,BEP,VOBI,15.162799835205078,76.88279724121094,30,5.5,N,Asia/Calcutta,airport,OurAirports
3134,Vijayawada Airport,Vijayawada,India,VGA,VOBZ,16.530399322509766,80.79679870605469,82,5.5,N,Asia/Calcutta,airport,OurAirports
3135,Coimbatore International Airport,Coimbatore,India,CJB,VOCB,11.029999733,77.0434036255,1324,5.5,N,Asia/Calcutta,airport,OurAirports
3136,Cochin International Airport,Kochi,India,COK,VOCI,10.152,76.401901,30,5.5,N,Asia/Calcutta,airport,OurAirports
3137,Calicut International Airport,Calicut,India,CCJ,VOCL,11.1367998123,75.95529937740001,342,5.5,N,Asia/Calcutta,airport,OurAirports
3138,Kadapa Airport,Cuddapah,India,CDP,VOCP,14.51,78.772778,430,5.5,N,Asia/Calcutta,airport,OurAirports
3139,Car Nicobar Air Force Station,Carnicobar,India,CBD,VOCX,9.152509689331055,92.8196029663086,5,5.5,N,Asia/Calcutta,airport,OurAirports
3141,Begumpet Airport,Hyderabad,India,BPM,VOHY,17.4531002045,78.4675979614,1742,5.5,N,Asia/Calcutta,airport,OurAirports
3142,Madurai Airport,Madurai,India,IXM,VOMD,9.83450984955,78.09339904790001,459,5.5,N,Asia/Calcutta,airport,OurAirports
3143,Mangalore International Airport,Mangalore,India,IXE,VOML,12.9612998962,74.8900985718,337,5.5,N,Asia/Calcutta,airport,OurAirports
3144,Chennai International Airport,Madras,India,MAA,VOMM,12.990005493164062,80.16929626464844,52,5.5,N,Asia/Calcutta,airport,OurAirports
3146,Vir Savarkar International Airport,Port Blair,India,IXZ,VOPB,11.641200065612793,92.72969818115234,14,5.5,N,Asia/Calcutta,airport,OurAirports
3147,Pondicherry Airport,Pendicherry,India,PNY,VOPC,11.968,79.812,134,5.5,N,Asia/Calcutta,airport,OurAirports
3148,Rajahmundry Airport,Rajahmundry,India,RJA,VORY,17.1103992462,81.81819915770001,151,5.5,N,Asia/Calcutta,airport,OurAirports
3149,Salem Airport,Salem,India,SXV,VOSM,11.78330039978,78.06559753418,1008,5.5,N,Asia/Calcutta,airport,OurAirports
3150,Tanjore Air Force Base,Tanjore,India,TJV,VOTJ,10.722399711608887,79.10160064697266,253,5.5,N,Asia/Calcutta,airport,OurAirports
3151,Tirupati Airport,Tirupeti,India,TIR,VOTP,13.632499694800002,79.543296814,350,5.5,N,Asia/Calcutta,airport,OurAirports
3152,Tiruchirapally Civil Airport Airport,Tiruchirappalli,India,TRZ,VOTR,10.765399932861328,78.70970153808594,288,5.5,N,Asia/Calcutta,airport,OurAirports
3153,Trivandrum International Airport,Trivandrum,India,TRV,VOTV,8.48211956024,76.9200973511,15,5.5,N,Asia/Calcutta,airport,OurAirports
3155,Paro Airport,Thimphu,Bhutan,PBH,VQPR,27.403200149499998,89.42459869380001,7332,6,N,Asia/Thimphu,airport,OurAirports
3157,Don Mueang International Airport,Bangkok,Thailand,DMK,VTBD,13.9125995636,100.607002258,9,7,U,Asia/Bangkok,airport,OurAirports
3158,Kamphaeng Saen Airport,Nakhon Pathom,Thailand,KDT,VTBK,14.1020002365,99.9171981812,30,7,U,Asia/Bangkok,airport,OurAirports
3161,U-Tapao International Airport,Pattaya,Thailand,UTP,VTBU,12.679900169372559,101.00499725341797,42,7,U,Asia/Bangkok,airport,OurAirports
3163,Lampang Airport,Lampang,Thailand,LPT,VTCL,18.27090072631836,99.50420379638672,811,7,U,Asia/Bangkok,airport,OurAirports
3164,Phrae Airport,Phrae,Thailand,PRH,VTCP,18.132200241088867,100.16500091552734,538,7,U,Asia/Bangkok,airport,OurAirports
3165,Hua Hin Airport,Prachuap Khiri Khan,Thailand,HHQ,VTPH,12.6361999512,99.951499939,62,7,U,Asia/Bangkok,airport,OurAirports
3166,Takhli Airport,Nakhon Sawan,Thailand,TKH,VTPI,15.277299881,100.29599762,107,7,U,Asia/Bangkok,airport,OurAirports
3170,Phitsanulok Airport,Phitsanulok,Thailand,PHS,VTPP,16.782899856567383,100.27899932861328,154,7,U,Asia/Bangkok,airport,OurAirports
3173,Narathiwat Airport,Narathiwat,Thailand,NAW,VTSC,6.5199198722839355,101.74299621582031,16,7,U,Asia/Bangkok,airport,OurAirports
3174,Krabi Airport,Krabi,Thailand,KBV,VTSG,8.09912014008,98.9861984253,82,7,U,Asia/Bangkok,airport,OurAirports
3175,Songkhla Airport,Songkhla,Thailand,SGZ,VTSH,7.186560153961182,100.60800170898438,12,7,U,Asia/Bangkok,airport,OurAirports
3176,Pattani Airport,Pattani,Thailand,PAN,VTSK,6.785459995269775,101.15399932861328,8,7,U,Asia/Bangkok,airport,OurAirports
3177,Samui Airport,Ko Samui,Thailand,USM,VTSM,9.547789573669998,100.06199646,64,7,U,Asia/Bangkok,airport,OurAirports
3179,Phuket International Airport,Phuket,Thailand,HKT,VTSP,8.1132,98.316902,82,7,U,Asia/Bangkok,airport,OurAirports
3180,Ranong Airport,Ranong,Thailand,UNN,VTSR,9.777620315551758,98.58550262451172,57,7,U,Asia/Bangkok,airport,OurAirports
3181,Hat Yai International Airport,Hat Yai,Thailand,HDY,VTSS,6.93320989609,100.392997742,90,7,U,Asia/Bangkok,airport,OurAirports
3182,Trang Airport,Trang,Thailand,TST,VTST,7.508739948272705,99.6166000366211,67,7,U,Asia/Bangkok,airport,OurAirports
3183,Udon Thani Airport,Udon Thani,Thailand,UTH,VTUD,17.386400222800003,102.788002014,579,7,U,Asia/Bangkok,airport,OurAirports
3184,Sakon Nakhon Airport,Sakon Nakhon,Thailand,SNO,VTUI,17.195100784301758,104.11900329589844,529,7,U,Asia/Bangkok,airport,OurAirports
3185,Surin Airport,Surin,Thailand,PXR,VTUJ,14.868300437927,103.49800109863,478,7,U,Asia/Bangkok,airport,OurAirports
3186,Loei Airport,Loei,Thailand,LOE,VTUL,17.43910026550293,101.72200012207031,860,7,U,Asia/Bangkok,airport,OurAirports
3196,Da Nang International Airport,Danang,Vietnam,DAD,VVDN,16.043899536132812,108.1989974975586,33,7,U,Asia/Saigon,airport,OurAirports
3199,Noi Bai International Airport,Hanoi,Vietnam,HAN,VVNB,21.221200942993164,105.80699920654297,39,7,U,Asia/Saigon,airport,OurAirports
3200,Nha Trang Air Base,Nhatrang,Vietnam,NHA,VVNT,12.2275,109.192001,20,7,U,Asia/Saigon,airport,OurAirports
3201,Phu Bai Airport,Hue,Vietnam,HUI,VVPB,16.401500701899998,107.70300293,48,7,U,Asia/Saigon,airport,OurAirports
3204,Phu Quoc International Airport,Phuquoc,Vietnam,PQC,VVPQ,10.1698,103.9931,37,7,U,Asia/Saigon,airport,OurAirports
3205,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,SGN,VVTS,10.8187999725,106.652000427,33,7,U,Asia/Saigon,airport,OurAirports
3207,Ann Airport,Ann,Burma,VBA,VYAN,19.769199,94.0261,74,6.5,U,Asia/Rangoon,airport,OurAirports
3209,Bagan Airport,Bagan,Burma,NYU,VYBG,21.178800582885742,94.9301986694336,312,6.5,U,Asia/Rangoon,airport,OurAirports
3213,Heho Airport,Heho,Burma,HEH,VYHH,20.746999740600586,96.79199981689453,3858,6.5,U,Asia/Rangoon,airport,OurAirports
3214,Hommalinn Airport,Hommalin,Burma,HOX,VYHL,24.899599075317383,94.91400146484375,534,6.5,U,Asia/Rangoon,airport,OurAirports
3215,Kengtung Airport,Kengtung,Burma,KET,VYKG,21.301599502563477,99.63600158691406,2798,6.5,U,Asia/Rangoon,airport,OurAirports
3217,Kyaukpyu Airport,Kyaukpyu,Burma,KYP,VYKP,19.42639923095703,93.53479766845703,20,6.5,U,Asia/Rangoon,airport,OurAirports
3220,Lashio Airport,Lashio,Burma,LSH,VYLS,22.9778995513916,97.752197265625,2450,6.5,U,Asia/Rangoon,airport,OurAirports
3222,Mandalay International Airport,Mandalay,Burma,MDL,VYMD,21.702199935913086,95.97789764404297,300,6.5,U,Asia/Rangoon,airport,OurAirports
3223,Myeik Airport,Myeik,Burma,MGZ,VYME,12.439800262451172,98.62149810791016,75,6.5,U,Asia/Rangoon,airport,OurAirports
3224,Myitkyina Airport,Myitkyina,Burma,MYT,VYMK,25.38360023498535,97.35189819335938,475,6.5,U,Asia/Rangoon,airport,OurAirports
3226,Momeik Airport,Momeik,Burma,MOE,VYMO,23.092500686645508,96.64530181884766,600,6.5,U,Asia/Rangoon,airport,OurAirports
3227,Mong Hsat Airport,Mong Hsat,Burma,MOG,VYMS,20.516799926757812,99.25679779052734,1875,6.5,U,Asia/Rangoon,airport,OurAirports
3229,Namsang Airport,Namsang,Burma,NMS,VYNS,20.890499114990234,97.73590087890625,3100,6.5,U,Asia/Rangoon,airport,OurAirports
3230,Hpa-N Airport,Hpa-an,Burma,PAA,VYPA,16.893699645996094,97.67459869384766,150,6.5,U,Asia/Rangoon,airport,OurAirports
3232,Putao Airport,Putao,Burma,PBU,VYPT,27.32990074157715,97.42630004882812,1500,6.5,U,Asia/Rangoon,airport,OurAirports
3233,Pyay Airport,Pyay,Burma,PRU,VYPY,18.824499130249023,95.26599884033203,120,6.5,U,Asia/Rangoon,airport,OurAirports
3235,Sittwe Airport,Sittwe,Burma,AKY,VYSW,20.132699966430664,92.87259674072266,27,6.5,U,Asia/Rangoon,airport,OurAirports
3236,Thandwe Airport,Thandwe,Burma,SNW,VYTD,18.4606990814209,94.30010223388672,20,6.5,U,Asia/Rangoon,airport,OurAirports
3237,Tachileik Airport,Tachilek,Burma,THL,VYTL,20.483800888061523,99.9354019165039,1280,6.5,U,Asia/Rangoon,airport,OurAirports
3239,Yangon International Airport,Yangon,Burma,RGN,VYYY,16.907300949099998,96.1332015991,109,6.5,U,Asia/Rangoon,airport,OurAirports
3240,Hasanuddin International Airport,Ujung Pandang,Indonesia,UPG,WAAA,-5.061629772186279,119.55400085449219,47,8,N,Asia/Makassar,airport,OurAirports
3241,Frans Kaisiepo Airport,Biak,Indonesia,BIK,WABB,-1.190019965171814,136.10800170898438,46,9,N,Asia/Jayapura,airport,OurAirports
3242,Nabire Airport,Nabire,Indonesia,NBX,WABI,-3.36818,135.496002,20,9,N,Asia/Jayapura,airport,OurAirports
3243,Moses Kilangin Airport,Timika,Indonesia,TIM,WABP,-4.528279781341553,136.88699340820312,103,9,N,Asia/Jayapura,airport,OurAirports
3244,Sentani International Airport,Jayapura,Indonesia,DJJ,WAJJ,-2.5769500733,140.5160064698,289,9,N,Asia/Jayapura,airport,OurAirports
3245,Wamena Airport,Wamena,Indonesia,WMX,WAJW,-4.10251,138.957001,5085,9,N,Asia/Jayapura,airport,OurAirports
3246,Mopah Airport,Merauke,Indonesia,MKQ,WAKK,-8.52029037475586,140.41799926757812,10,9,N,Asia/Jayapura,airport,OurAirports
3247,Jalaluddin Airport,Gorontalo,Indonesia,GTO,WAMG,0.63711899519,122.849998474,105,8,N,Asia/Makassar,airport,OurAirports
3249,Mutiara Airport,Palu,Indonesia,PLW,WAML,-0.9185420274734497,119.91000366210938,284,8,N,Asia/Makassar,airport,OurAirports
3250,Sam Ratulangi Airport,Manado,Indonesia,MDC,WAMM,1.5492600202560425,124.9260025024414,264,8,N,Asia/Makassar,airport,OurAirports
3251,Kasiguncu Airport,Poso,Indonesia,PSJ,WAMP,-1.41674995422,120.657997131,174,8,N,Asia/Makassar,airport,OurAirports
3252,Pitu Airport,Morotai Island,Indonesia,OTI,WAMR,2.0459899902300003,128.324996948,49,9,N,Asia/Jayapura,airport,OurAirports
3253,Sultan Khairun Babullah Airport,Ternate,Indonesia,TTE,WAMT,0.831413984298706,127.38099670410156,49,9,N,Asia/Jayapura,airport,OurAirports
3254,Syukuran Aminuddin Amir Airport,Luwuk,Indonesia,LUW,WAMW,-1.03892,122.772003,56,8,N,Asia/Makassar,airport,OurAirports
3256,"Pattimura Airport, Ambon",Ambon,Indonesia,AMQ,WAPP,-3.7102599144,128.089004517,33,9,N,Asia/Jayapura,airport,OurAirports
3257,Fakfak Airport,Fak Fak,Indonesia,FKQ,WASF,-2.9201900959014893,132.26699829101562,462,9,N,Asia/Jayapura,airport,OurAirports
3258,Kaimana Airport,Kaimana,Indonesia,KNG,WASK,-3.6445200443267822,133.6959991455078,19,9,N,Asia/Jayapura,airport,OurAirports
3259,Babo Airport,Babo,Indonesia,BXB,WASO,-2.5322399139404297,133.43899536132812,10,9,N,Asia/Jayapura,airport,OurAirports
3260,Rendani Airport,Manokwari,Indonesia,MKW,WASR,-0.8918330073356628,134.0489959716797,23,9,N,Asia/Jayapura,airport,OurAirports
3261,Dominique Edward Osok Airport,Sorong,Indonesia,SOQ,WAXX,-0.894,131.287,10,9,N,Asia/Jayapura,airport,OurAirports
3262,Bintulu Airport,Bintulu,Malaysia,BTU,WBGB,3.12385010719,113.019996643,74,8,N,Asia/Kuala_Lumpur,airport,OurAirports
3263,Kuching International Airport,Kuching,Malaysia,KCH,WBGG,1.4846999645233154,110.34700012207031,89,8,N,Asia/Kuala_Lumpur,airport,OurAirports
3264,Limbang Airport,Limbang,Malaysia,LMN,WBGJ,4.808300018310547,115.01000213623047,14,8,N,Asia/Kuala_Lumpur,airport,OurAirports
3265,Marudi Airport,Marudi,Malaysia,MUR,WBGM,4.178979873657227,114.3290023803711,103,8,N,Asia/Kuala_Lumpur,airport,OurAirports
3266,Miri Airport,Miri,Malaysia,MYY,WBGR,4.322010040283203,113.98699951171875,59,8,N,Asia/Kuala_Lumpur,airport,OurAirports
3267,Sibu Airport,Sibu,Malaysia,SBW,WBGS,2.2616000175476074,111.98500061035156,122,8,N,Asia/Kuala_Lumpur,airport,OurAirports
3268,Lahad Datu Airport,Lahad Datu,Malaysia,LDU,WBKD,5.032249927520752,118.3239974975586,45,8,N,Asia/Kuala_Lumpur,airport,OurAirports
3269,Kota Kinabalu International Airport,Kota Kinabalu,Malaysia,BKI,WBKK,5.9372100830078125,116.0510025024414,10,8,N,Asia/Kuala_Lumpur,airport,OurAirports
3270,Labuan Airport,Labuan,Malaysia,LBU,WBKL,5.300680160522461,115.25,101,8,N,Asia/Kuala_Lumpur,airport,OurAirports
3271,Tawau Airport,Tawau,Malaysia,TWU,WBKW,4.320159912109375,118.12799835205078,57,8,N,Asia/Kuala_Lumpur,airport,OurAirports
3272,Brunei International Airport,Bandar Seri Begawan,Brunei,BWN,WBSB,4.944200038909912,114.9280014038086,73,8,U,Asia/Brunei,airport,OurAirports
3273,Sultan Syarif Kasim Ii (Simpang Tiga) Airport,Pekanbaru,Indonesia,PKU,WIBB,0.46078601479530334,101.44499969482422,102,7,N,Asia/Jakarta,airport,OurAirports
3274,Pinang Kampai Airport,Dumai,Indonesia,DUM,WIBD,1.60919,101.433998,55,7,N,Asia/Jakarta,airport,OurAirports
3275,Soekarno-Hatta International Airport,Jakarta,Indonesia,CGK,WIII,-6.1255698204,106.65599823,34,7,N,Asia/Jakarta,airport,OurAirports
3276,Binaka Airport,Gunung Sitoli,Indonesia,GNS,WIMB,1.16638,97.704697,20,7,N,Asia/Jakarta,airport,OurAirports
3277,Aek Godang Airport,Padang Sidempuan,Indonesia,AEG,WIME,1.4001,99.430496,922,7,N,Asia/Jakarta,airport,OurAirports
3278,Minangkabau International Airport,Padang,Indonesia,PDG,WIPT,-0.786917,100.280998,18,7,N,Asia/Jakarta,airport,OurAirports
3279,Soewondo Air Force Base,Medan,Indonesia,MES,WIMK,3.559167,98.671111,114,7,N,Asia/Jakarta,airport,OurAirports
3280,Dr Ferdinand Lumban Tobing Airport,Sibolga,Indonesia,FLZ,WIMS,1.55594,98.888901,33,7,N,Asia/Jakarta,airport,OurAirports
3281,Nanga Pinoh Airport,Nangapinoh,Indonesia,NPO,WIOG,-0.34886899590492,111.74800109863,123,7,N,Asia/Jakarta,airport,OurAirports
3282,Ketapang(Rahadi Usman) Airport,Ketapang,Indonesia,KTG,WIOK,-1.816640019416809,109.96299743652344,46,7,N,Asia/Jakarta,airport,OurAirports
3284,Supadio Airport,Pontianak,Indonesia,PNK,WIOO,-0.15071099996566772,109.40399932861328,10,7,N,Asia/Jakarta,airport,OurAirports
3287,Sultan Thaha Airport,Jambi,Indonesia,DJB,WIPA,-1.6380200386047363,103.64399719238281,82,7,N,Asia/Jakarta,airport,OurAirports
3288,Fatmawati Soekarno Airport,Bengkulu,Indonesia,BKS,WIPL,-3.8637,102.338997,50,7,N,Asia/Jakarta,airport,OurAirports
3289,Sultan Mahmud Badaruddin II Airport,Palembang,Indonesia,PLM,WIPP,-2.8982501029968,104.69999694824,49,7,N,Asia/Jakarta,airport,OurAirports
3291,Japura Airport,Rengat,Indonesia,RGT,WIPR,-0.35280799865722656,102.33499908447266,62,7,N,Asia/Jakarta,airport,OurAirports
3292,Lhok Sukon Airport,Lhok Sukon,Indonesia,LSX,WITL,5.069509983062744,97.25920104980469,28,7,N,Asia/Jakarta,airport,OurAirports
3294,Sultan Iskandar Muda International Airport,Banda Aceh,Indonesia,BTJ,WITT,5.522872024010001,95.42063713070002,65,7,N,Asia/Jakarta,airport,OurAirports
3296,Sultan Abdul Halim Airport,Alor Setar,Malaysia,AOR,WMKA,6.189670085906982,100.39800262451172,15,8,N,Asia/Kuala_Lumpur,airport,OurAirports
3297,Butterworth Airport,Butterworth,Malaysia,BWH,WMKB,5.4659199714660645,100.39099884033203,11,8,N,Asia/Kuala_Lumpur,airport,OurAirports
3298,Sultan Ismail Petra Airport,Kota Bahru,Malaysia,KBR,WMKC,6.1668500900268555,102.29299926757812,16,8,N,Asia/Kuala_Lumpur,airport,OurAirports
3299,Kuantan Airport,Kuantan,Malaysia,KUA,WMKD,3.7753899097442627,103.20899963378906,58,8,N,Asia/Kuala_Lumpur,airport,OurAirports
3300,Kerteh Airport,Kerteh,Malaysia,KTE,WMKE,4.537220001220703,103.427001953125,18,8,N,Asia/Kuala_Lumpur,airport,OurAirports
3302,Sultan Azlan Shah Airport,Ipoh,Malaysia,IPH,WMKI,4.567969799041748,101.09200286865234,130,8,N,Asia/Kuala_Lumpur,airport,OurAirports
3303,Senai International Airport,Johor Bahru,Malaysia,JHB,WMKJ,1.64131,103.669998,135,8,N,Asia/Kuala_Lumpur,airport,OurAirports
3304,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,KUL,WMKK,2.745579957962,101.70999908447,69,8,N,Asia/Kuala_Lumpur,airport,OurAirports
3305,Langkawi International Airport,Langkawi,Malaysia,LGK,WMKL,6.329730033874512,99.72869873046875,29,8,N,Asia/Kuala_Lumpur,airport,OurAirports
3306,Malacca Airport,Malacca,Malaysia,MKZ,WMKM,2.2633600235,102.251998901,35,8,N,Asia/Kuala_Lumpur,airport,OurAirports
3307,Sultan Mahmud Airport,Kuala Terengganu,Malaysia,TGG,WMKN,5.3826398849487305,103.10299682617188,21,8,N,Asia/Kuala_Lumpur,airport,OurAirports
3308,Penang International Airport,Penang,Malaysia,PEN,WMKP,5.297140121459961,100.2770004272461,11,8,N,Asia/Kuala_Lumpur,airport,OurAirports
3309,Suai Airport,Suai,East Timor,UAI,WPDB,-9.30331039428711,125.28700256347656,96,9,U,Asia/Dili,airport,OurAirports
3310,Presidente Nicolau Lobato International Airport,Dili,East Timor,DIL,WPDL,-8.54640007019,125.526000977,154,9,U,Asia/Dili,airport,OurAirports
3311,Cakung Airport,Baucau,East Timor,BCH,WPEC,-8.489029884339999,126.401000977,1771,9,U,Asia/Dili,airport,OurAirports
3313,Paya Lebar Air Base,Paya Lebar,Singapore,QPG,WSAP,1.3604199886322021,103.91000366210938,65,8,N,Asia/Singapore,airport,OurAirports
3314,Tengah Air Base,Tengah,Singapore,TGA,WSAT,1.38725996017,103.708999634,50,8,N,Asia/Singapore,airport,OurAirports
3315,Seletar Airport,Singapore,Singapore,XSP,WSSL,1.416949987411499,103.86799621582031,36,8,N,Asia/Singapore,airport,OurAirports
3316,Singapore Changi Airport,Singapore,Singapore,SIN,WSSS,1.35019,103.994003,22,8,N,Asia/Singapore,airport,OurAirports
3364,Beijing Capital International Airport,Beijing,China,PEK,ZBAA,40.080101013183594,116.58499908447266,116,8,U,Asia/Shanghai,airport,OurAirports
3366,Dongshan Airport,Hailar,China,HLD,ZBLA,49.2050018311,119.824996948,2169,8,U,Asia/Shanghai,airport,OurAirports
3368,Tianjin Binhai International Airport,Tianjin,China,TSN,ZBTJ,39.124401092499994,117.346000671,10,8,U,Asia/Shanghai,airport,OurAirports
3369,Taiyuan Wusu Airport,Taiyuan,China,TYN,ZBYN,37.74689865112305,112.62799835205078,2575,8,U,Asia/Shanghai,airport,OurAirports
3370,Guangzhou Baiyun International Airport,Guangzhou,China,CAN,ZGGG,23.39240074157715,113.29900360107422,50,8,U,Asia/Shanghai,airport,OurAirports
3371,Changsha Huanghua International Airport,Changcha,China,CSX,ZGHA,28.189199447599997,113.220001221,217,8,U,Asia/Shanghai,airport,OurAirports
3372,Guilin Liangjiang International Airport,Guilin,China,KWL,ZGKL,25.21809959411621,110.03900146484375,570,8,U,Asia/Shanghai,airport,OurAirports
3373,Nanning Wuxu Airport,Nanning,China,NNG,ZGNN,22.608299255371094,108.1719970703125,421,8,U,Asia/Shanghai,airport,OurAirports
3374,Shenzhen Bao'an International Airport,Shenzhen,China,SZX,ZGSZ,22.639299392700195,113.81099700927734,13,8,U,Asia/Shanghai,airport,OurAirports
3375,Zhengzhou Xinzheng International Airport,Zhengzhou,China,CGO,ZHCC,34.519699096699995,113.841003418,495,8,U,Asia/Shanghai,airport,OurAirports
3376,Wuhan Tianhe International Airport,Wuhan,China,WUH,ZHHH,30.7838,114.208,113,8,U,Asia/Shanghai,airport,OurAirports
3377,Pyongyang Sunan International Airport,Pyongyang,North Korea,FNJ,ZKPY,39.224098,125.669998,117,8.5,U,Asia/Pyongyang,airport,OurAirports
